concurrency,prompt_size,response_size,successful_requests,failed_requests,avg_latency,avg_ttft,throughput,total_execution_time,error_status_codes
8,64,2048,8,0,6.158502608537674,6.158532649278641,30.645152250847715,50.056856870651245,{}
9,64,2048,9,0,3.7898399035135903,3.789892408582899,21.48182457891216,37.799396276474,{}
10,64,2048,10,0,4.949079847335815,4.949111437797546,38.507447353745405,39.706604957580566,{}
1,64,64,1,0,3.321777820587158,3.3218019008636475,15.04972111952911,3.3223206996917725,{}
2,64,64,2,0,2.8950084447860718,2.8950780630111694,32.98164949851456,3.3655078411102295,{}
3,64,64,3,0,2.6088403860727944,2.608863433202108,25.180713262490208,6.433495283126831,{}
4,64,64,4,0,2.639774203300476,2.6398040056228638,30.157358425708555,7.261909246444702,{}
5,64,64,5,0,2.5425512313842775,2.5425750732421877,22.893939831036572,12.099271774291992,{}
6,64,64,6,0,3.0709139903386435,3.0709360043207803,21.294483802615403,15.77873420715332,{}
7,64,64,7,0,2.627481290272304,2.627502986363002,26.923299978366412,14.22559642791748,{}
8,64,64,8,0,2.6744760274887085,2.674501270055771,16.97602966938451,25.859992504119873,{}
9,64,64,9,0,2.7061922550201416,2.706214269002279,13.366530828388244,37.25723648071289,{}
10,64,64,10,0,2.6333717823028566,2.6333974838256835,14.856805352018709,37.221999406814575,{}
1,2048,4096,1,0,4.666986465454102,4.66701602935791,35.136074689343936,4.667567491531372,{}
2,2048,4096,2,0,4.7506163120269775,4.750636339187622,19.22021638889195,5.410969257354736,{}
3,2048,4096,3,0,8.137675762176514,8.137692054112753,39.6963748228547,17.709425687789917,{}
4,2048,4096,4,0,5.468486249446869,5.468510925769806,40.088522944556125,15.465773105621338,{}
5,2048,4096,5,0,5.470665502548218,5.470683670043945,39.45248932359391,18.123064279556274,{}
6,2048,4096,6,0,5.92179540793101,5.921815117200215,30.750438205217545,29.495514631271362,{}
7,2048,4096,7,0,7.974852187292917,7.974874837057931,53.19903711711065,29.7561776638031,{}
8,2048,4096,8,0,6.627602964639664,6.627623915672302,37.50555350720492,46.073176860809326,{}
9,2048,4096,9,0,5.164327727423774,5.164352522956,26.407849875288722,41.919353723526,{}
10,2048,4096,10,0,7.520933818817139,7.520955991744995,40.60978939039604,53.4846408367157,{}
1,64,4096,1,0,3.6872847080230713,3.687299966812134,42.57328184844923,3.6877589225769043,{}
2,64,4096,2,0,5.182034730911255,5.182054281234741,42.92568283444028,6.220052480697632,{}
3,64,4096,3,0,3.3350143432617188,3.3350346883138022,28.94690011376752,7.807399034500122,{}
4,64,4096,4,0,3.189084768295288,3.1891130208969116,33.31000383862833,12.368656635284424,{}
5,64,4096,5,0,4.226300001144409,4.226327562332154,48.76821594911599,12.6311776638031,{}
6,64,4096,6,0,3.679966608683268,3.6799992322921753,33.435120135966365,16.15068221092224,{}
7,64,4096,7,0,4.724797078541347,4.724825859069824,32.2291404702342,28.421483993530273,{}
8,64,4096,8,0,4.9292483031749725,4.929275572299957,47.361963075445836,27.025906801223755,{}
9,64,4096,9,0,4.212567064497206,4.212596231036716,25.173464234238686,39.84354281425476,{}
10,64,4096,10,0,5.931706094741822,5.9317344427108765,38.23398086758984,51.15868020057678,{}
1,1024,128,1,0,2.3747241497039795,2.37473726272583,22.734881625595456,2.3752048015594482,{}
2,1024,128,2,0,3.090173840522766,3.0901901721954346,36.67963610394723,4.11672568321228,{}
3,1024,128,3,0,3.479532162348429,3.4795517921447754,24.23491678288435,7.262248992919922,{}
4,1024,128,4,0,2.7932255268096924,2.793245553970337,32.554376036762235,6.635052680969238,{}
5,1024,128,5,0,3.3231069087982177,3.3231338024139405,27.36044920763931,13.998308181762695,{}
6,1024,128,6,0,3.7023247480392456,3.7023457686106362,30.320334738285865,15.863940954208374,{}
7,1024,128,7,0,2.9128944873809814,2.9129180227007185,17.717294172581198,24.72160792350769,{}
8,1024,128,8,0,3.4036989212036133,3.4037219882011414,19.62896040330863,27.40848159790039,{}
9,1024,128,9,0,3.3052291870117188,3.3052507506476507,16.09414246875391,36.721434593200684,{}
10,1024,128,10,0,3.437237024307251,3.4372610330581663,21.74256009501032,37.2081298828125,{}
